"index" "Country" "Year" "Avg.Length.Stay" "Business.Professional.Purpose" "Num.Bed.Places" "Num.Establishments" "Num.Rooms" "Occupancy.Rate.Beds" "Occupancy.Rate.Rooms" "Personal.Purpose" "Total.Arrivals"
969 "UNITED KINGDOM" "2018" NA 9361 NA NA NA 55 77 30923 40283
970 "UNITED KINGDOM" "2019" NA 9269 NA NA NA NA NA 31588 40857
971 "UNITED STATES OF AMERICA" "2010" NA 5773 NA 49435 4801890 57.5 NA 20589 26363
972 "UNITED STATES OF AMERICA" "2011" NA 5993 NA 49791 4874837 59.9 NA 22546 28540
973 "UNITED STATES OF AMERICA" "2012" NA 6134 NA 50226 4900642 61.3 NA 23936 30071
974 "UNITED STATES OF AMERICA" "2013" NA 6468 NA 52643 4926543 62.2 NA 27221 33689
975 "UNITED STATES OF AMERICA" "2014" NA 6459 NA 53175 4978705 64.4 NA 28836 35296
976 "UNITED STATES OF AMERICA" "2015" NA 7276 NA 53761 5033471 65.4 NA 31424 38700
977 "UNITED STATES OF AMERICA" "2016" NA 6863 NA 54515 5114007 65.4 NA 31266 38129
978 "UNITED STATES OF AMERICA" "2017" NA 6964 NA 55458 5206059 65.9 NA 31942 38906
979 "UNITED STATES OF AMERICA" "2018" NA 6979 NA 56697 5310180 66.1 NA 32904 39883
980 "UNITED STATES OF AMERICA" "2019" NA 6988 NA 57592 5416384 66.1 NA 33405 40393
981 "URUGUAY" "2010" 4.9 207 44847 1062 18297 NA NA 2201 2408
982 "URUGUAY" "2011" 4.9 206 44189 1083 18773 NA NA 2754 2960
983 "URUGUAY" "2012" 4.8 188 30481 NA 13980 NA NA 2658 2846
984 "URUGUAY" "2013" 4.7 216 33200 470 14923 NA NA 2599 2815
985 "URUGUAY" "2014" 4.7 204 34618 474 14946 NA NA 2607 2811
986 "URUGUAY" "2015" 5 221 36354 472 15775 NA NA 2744 2965
987 "URUGUAY" "2016" 4.6 237 38868 597 15719 NA NA 3092 3329
988 "URUGUAY" "2017" 4.8 244 36311 412 16211 NA NA 3697 3941
989 "URUGUAY" "2018" 4.6 238 26233 319 11215 NA NA 3474 3712
990 "URUGUAY" "2019" 4.47 221 35358 539 13516 NA NA 3000 3221
991 "UZBEKISTAN" "2010" 6.1 75 57396 NA 21664 48.8 NA 900 975
992 "UZBEKISTAN" "2011" NA 77 NA NA NA NA NA 1317 1393
993 "UZBEKISTAN" "2012" NA 88 NA NA NA NA NA 1808 1895
994 "UZBEKISTAN" "2013" NA 140 28828 490 15223 NA NA 1829 1969
995 "UZBEKISTAN" "2014" NA 145 32969 568 17131 NA NA 1717 1862
996 "UZBEKISTAN" "2015" NA 139 34898 615 17779 NA NA 1778 1918
997 "UZBEKISTAN" "2016" NA 173 37795 701 19167 NA NA 1854 2027
998 "UZBEKISTAN" "2017" NA 185 39933 767 19977 NA NA 2505 2690
999 "UZBEKISTAN" "2018" 4 122 42291 914 20947 NA 20 5224 5346
1000 "UZBEKISTAN" "2019" 2.21 128 42891 1188 21758 NA 15.42 6620 6749
1001 "VIET NAM" "2010" NA 1024 NA 12352 237111 NA 58.3 4026 5050
1002 "VIET NAM" "2011" NA 1003 NA 13756 256739 NA 59.7 5011 6014
1003 "VIET NAM" "2012" NA 1166 NA 15381 277661 NA 58.8 5682 6848
1004 "VIET NAM" "2013" NA 1267 NA 15120 324800 NA 56 6305 7572
1005 "VIET NAM" "2014" NA 1322 NA 16000 332000 NA 69 6552 7874
1006 "VIET NAM" "2015" NA NA NA 19000 370000 NA 55 NA NA
1007 "VIET NAM" "2016" NA NA NA 21000 420000 NA 57 NA NA
1008 "VIET NAM" "2017" NA NA NA 25600 508000 NA 56.5 NA NA
1009 "VIET NAM" "2018" NA NA NA 28000 550000 NA 54 NA NA
1010 "VIET NAM" "2019" 7.02 NA NA 30000 650000 NA 52 NA NA
1011 "ZIMBABWE" "2010" 3 343 11981 121 6248 36 52 1896 2239
1012 "ZIMBABWE" "2011" 3 417 11935 116 6360 37 52 2006 2423
1013 "ZIMBABWE" "2012" 3 369 12081 116 6427 37 52 1425 1794
1014 "ZIMBABWE" "2013" 3 237 13195 99 6722 37 48 1595 1833
1015 "ZIMBABWE" "2014" 3 184 13195 99 6722 36 48 1696 1880
1016 "ZIMBABWE" "2015" 3 160 12772 96 6483 31 47 1897 2057
1017 "ZIMBABWE" "2016" 3 142 12772 96 6483 33 46 2026 2168
1018 "ZIMBABWE" "2017" 3 166 12772 96 6483 35 48 2257 2423
1019 "ZIMBABWE" "2018" 3 302 12772 96 6483 39 53 2278 2580
1020 "ZIMBABWE" "2019" 3 221 13158 97 6676 32 44 2074 2294
